video ID,uploader,age,category,length,views,rate,ratings,comments,num related,ap,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29
G5fPlFnMyKQ,cipguz,855,People & Blogs,31,11178,5,4,0,20,1.6,gUyGwovfo1Y,PRaxuZbV7pc,jzNYN-3xQKc,zjF8Faqg518,KZBc6-HCRPk,k1Ja19_Xr_I,UVNgCzv0sZo,onG1nEv7ljE,8OihujCCJWU,-b0shzrt2IQ,ccEJebooe_M,PKT7ER4pE-w,QdJPp1uANTk,Ki0mL0pgEEc,_oP03ah8Y-Q,l0uuGzuD4Iw,sYmS0eQfcJA,C0MjOock5U4,2u1RsUlAYhE,FE02TxLlRQU
6CUcZewvsMY,BobCatBoyPA,1145,People & Blogs,119,339,5,1,1,0,1,,,,,,,,,,,,,,,,,,,,
B33MDF8x9F4,RobLower5000,915,People & Blogs,181,3207,5,1,1,0,1,,,,,,,,,,,,,,,,,,,,
7-lSqyclPJU,cainabeladams,1076,People & Blogs,22,60,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Ki0mL0pgEEc,larbuckle,879,People & Blogs,75,11358,4.75,4,1,20,2.2,G5fPlFnMyKQ,ASg2ddZXMMg,gUyGwovfo1Y,GEKB39bS9nc,GTWmmTjrZG4,KwTsoVJRFAQ,2-EeDGjAAAg,s_rxvdXIw7Q,xOc3kGtAs2I,MJxtavxSEjs,wrD-BwskTk0,dIYD0uqXxuM,jzNYN-3xQKc,bTb6FlmKIks,avDSRj0ygwY,yd0LfXHE5Xk,OThHy-ILMhc,_oP03ah8Y-Q,cILYPY1qMLY,l0uuGzuD4Iw
alPQ4IBzDSo,tsinamtv88,1065,People & Blogs,36,2792,5,3,5,0,4.2,,,,,,,,,,,,,,,,,,,,
ZE2UjDaQ_FE,apollostaar,959,People & Blogs,79,1571,5,1,2,0,1.6,,,,,,,,,,,,,,,,,,,,
0P3iDIgGDIs,apollostaar,861,People & Blogs,60,1477,3,4,0,0,1.6,,,,,,,,,,,,,,,,,,,,
5I-Kb2gENdc,buenosaires177,946,People & Blogs,11,991,0,0,0,20,0,58aQNdJCuI4,Zrora3Mix7s,d7UY_wuO_1k,z-FXHomGryI,KvUOIDfHKnQ,6U3DeGWdsaA,fdNt3toOJp8,-_CSo1gOd48,4Qi_Ee5hxg8,jDp7chRpmeE,Td1Bwjr35hI,SvYdZ8kRouo,uJVHaVJoLBs,vtmuAAAgLXQ,JwON7BeizYU,TzlwNCjIfrA,cHdiSF9AizQ,6LxLNhwVdXc,3X3OB2941TE,8QMHnpEQ_2g
oyU3bgCprZU,coctopus,867,People & Blogs,106,2419,5,8,6,0,6.8,,,,,,,,,,,,,,,,,,,,
vzCW197AqpM,simonshack,1083,People & Blogs,529,2899,4.85,59,24,20,38,b9LURV-joLI,Pd8B-8Au-Wk,M5-xcvv_fRQ,PZ3SQbK2Zfg,t7TWseiBOw4,b93wOchABzI,sU6J_PLHkcU,yUnLl2JVoMw,qbYAV5fCGiM,trWcqxrQgcc,0T6-O8GIylQ,yjQmxS-DpyM,w39FnpuMRfo,8n-nT-luFIw,JUboQGExYHs,tX5u0TfKXoM,znBCDI2Kit4,Z3YEPDbSDi8,96nfAs5Vgkw,7N2UNGPHLHU
eRPy1BBuPbA,nielsamd,1036,People & Blogs,159,1542,5,4,3,0,3.4,,,,,,,,,,,,,,,,,,,,
6tMvgKt0_ts,becsteele,1052,People & Blogs,76,268,5,1,0,0,0.4,,,,,,,,,,,,,,,,,,,,
Qyu5iO9STnI,Anunnaki12,1023,People & Blogs,445,12902,4.42,24,34,20,30,xqNRer8xOvw,8hKCWw5ClFM,8yaGPb7X9gk,_rLtdZhmLhg,HJhhx0sSckc,5G5LZ9sTqfQ,erDvfVWOjGE,7h2PMExB_0A,p8wjvEXyOvs,cJwKXLfE744,oV9V6Nh28Y8,O4osFdOnOeQ,ycXPRC3gT6o,4KM1iX2OsUs,TxEcHrsJuoQ,tiQ16_pB0Cc,980FPvoUr98,uPesyV0bf1Y,ziUucgyBCkQ,iKzzsM-__sg
yxiG42PzM8g,muzicmaker2001,849,People & Blogs,81,2505,4.18,11,2,0,5.6,,,,,,,,,,,,,,,,,,,,
C9VJVxHaZiM,fuhennaaki,892,People & Blogs,226,11369,4.92,65,42,20,51.2,oNU8E71f9AI,dfCxeEvFc9w,PLvenK8Q0fk,UlOj-hedEhU,TuY68FwX8AU,BzXq4er--_I,aqPOTqv-pqM,_JIitcMYVdA,1mbMw-YFNSM,cKo0ElVy38c,UCoyU5KXus8,2DppRkpR_Qo,2B7PTFlAh4c,VA6p0WF7VNk,uZRX4CJN-9A,Pyf2HguXfCw,iQyQ5ta9xJ4,HE06Qg_OYCk,knOuw07cPto,TAMzqT6OL38
vZzr5x7dbhs,XCreativeSoulX,1229,People & Blogs,39,280,3.67,3,8,0,6,,,,,,,,,,,,,,,,,,,,
dEpn6k8ddmQ,darkcentury21,1228,People & Blogs,141,441,5,2,6,20,4.4,CoZvnqNrzAc,-ymHGGwVW7o,ULiuFRrLN6c,F7qE_uOkSaU,voSmy9CRvaA,nIjzwHRovLw,0rOIc9E_9MU,K4cJ3WCnbLQ,Sx6Iv-4gC_c,TVdn4x970Nk,5HCrgJJVCCM,HCdMWbNcKTs,G77gSyQuTng,CY5M-BjYCd0,xnfNGzRuEkU,yX6d-Kr-0FU,xT5j8EEMReg,DIb5IhkdrMc,3ygBPftiqRo,BQpAQPiYWhs
eRogmufd2y0,buffalo27,1251,People & Blogs,384,102,5,5,6,20,5.6,wWoMohEOdM4,PeyXB_zT0rc,lxRGa9QiOb4,BUM_u05qMwU,NRPaHEz90Ss,CQdCUcpgFYc,GAbxxikxLfk,ETVieZy9Lt4,VYitkA-qDYE,XYnNAYGoaPQ,L4Kfk9i6Z3c,K8d6JYwuVWA,aIvjoAVhfE0,O9yz3i4ybLQ,RvqUc7mro6M,u6aZNMT0VNY,jEe1skbE6ZU,FM-xYm0iA_k,tILIqKSXMbQ,8rPuN_HrCic
gfdX9wjNUIw,V1VAlaADAM,1252,People & Blogs,520,19,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
iEVnYG3Bkks,alexcorrea123,1121,People & Blogs,185,9946,1.8,40,141,20,100.6,1xmSC_AldDI,yxIj8vdpAUE,ndhPn5kRn5E,FE2ca2GDdKg,9w0BPzeEfk4,4kzeYWLTq40,llsRkC1FwPQ,ft_T3HdbRQ0,sULNOwGSX8U,PnB2E4PAnDI,s3z9Iw9qOKY,JASaGWP6s2g,ulF7B3Gi1ek,JDFq8GJJ3EY,uNa8zWaXptw,l2MttlhNnFw,tnMRLbEteEM,03nYPdEhEBA,FTlt4KdIP5I,PXv91TIUlsI
s3z9Iw9qOKY,scapenerd77,1136,People & Blogs,122,1563,4.25,4,0,0,1.6,,,,,,,,,,,,,,,,,,,,
NzV1oea4i08,maple447,1113,People & Blogs,203,3879,4.6,5,33,0,21.8,,,,,,,,,,,,,,,,,,,,
3ygBPftiqRo,urming,1234,People & Blogs,242,798,3.14,7,11,20,9.4,xauJNhJbDdw,VZs6jRfuirY,_d8hzQ4Dh4E,u3RL9a5Imhc,0rOIc9E_9MU,sUIphjDplCY,ilmD97vbfcc,yQss_DYxMY4,vMulFxCltpk,CoZvnqNrzAc,6Ma01zDVfws,dEpn6k8ddmQ,xT5j8EEMReg,K8dbuNZHcz0,pZ1MkpN5-7U,8wJ4LCAj5R4,voSmy9CRvaA,K4cJ3WCnbLQ,JahPicy6qBY,OZnFM2Sq_eg
Sx6Iv-4gC_c,XxCptCubanxX305,1219,People & Blogs,44,531,3,2,3,0,2.6,,,,,,,,,,,,,,,,,,,,
F8HGNi9H-Lo,cabby120,1127,People & Blogs,40,144,0,0,2,0,1.2,,,,,,,,,,,,,,,,,,,,
pJndL-F_2mw,jameslanbro,876,People & Blogs,61,625,4.5,2,0,0,0.8,,,,,,,,,,,,,,,,,,,,
x_rezQL5BWo,pookie3125,1245,People & Blogs,338,18,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
4SzvRjLIpNY,jacksfilms,1195,People & Blogs,241,4413,4.64,47,48,20,47.6,9c28VcKKq2U,EMnbE1x-otY,r7GDmN3vzA8,agE_O56sQRI,Z0ERgZ9dztk,E9veXn9e7Qo,FCPwqrLuI3M,ZyfGrn2tTWs,6I3UnwNHL9g,8U1pAknR_FA,b2Q6tiqyV0g,JtW2mWXoRCI,bouaQG_KiuY,GreZrVVlQ9Q,oAk6OLPQR1M,YNZgzf7_me8,MxEJo7BM_IE,GrPR6ZEUSgE,iyqS-JdFRmw,mvy75lrM8t0
3npib5c6RB4,foottor,1132,People & Blogs,24,1584,3.4,5,2,0,3.2,,,,,,,,,,,,,,,,,,,,
-FCrIUYt8TM,foottor,1125,People & Blogs,44,1102,4.33,3,0,20,1.2,Zt2MRZebwIU,PCc_SypDhYc,blAb4Gu1TbM,7pS2ZT90s8I,J_2t6thtXfg,3npib5c6RB4,AgqxTi7ap9c,ZypsFc4rmdI,vH2AzSLKluo,FUGekg_EYhY,eOsh4V_G7-s,Quo-5JlF974,JQ7PaVvi33g,3mUkHaeyo4k,bwGZ_BjzMjY,rvxKkKzyaJU,LNooxlX83mk,gj7zyPTc2ls,kJXn86C3-ks,Pp6yP3R9gkk
OQaMDByz8xk,foottor,1143,People & Blogs,28,1006,4.5,2,0,0,0.8,,,,,,,,,,,,,,,,,,,,
4T_xPeUqvf4,berndp2,1192,People & Blogs,66,1537,0,0,1,20,0.6,PNtsQChn9SI,BC66i6GSVYA,1xAnRSvUIU0,-1O3_WIeiZY,ZypsFc4rmdI,S6JJFo6B16E,PJbm4SgTciQ,7etpkUmXe38,sLwPN-2hJnw,zxsYhJsvwFo,sMAXmsWbie0,UjcB1VcU6xg,7ilsQKDpIEo,gxu2p3Ns-fk,sZTs5ZIRu4Y,MFkRHxRj0Bk,bkACBzSeTLc,l_6hSwn5jo0,BmQOx2CAF5Q,gzQpsYKZnl4
ptrco9_um6k,swaminaropa,1188,People & Blogs,138,341,0,0,0,20,0,ZypsFc4rmdI,jsRDN2dKjaA,ssu17nQrMBw,lgaC8e62ju0,z4MH6JLRWM4,cFB5xcJioSE,KsvYYzrXc0U,aMynzIMokL4,AAluK7Edn58,DcyfVpH92dk,Y5_eHIIXz7s,o0YzVLynSV4,_NbZ6cqtrDU,Kf4jig_EzI8,ETAhhRNvuTI,TRFBjxunwoI,1kPKvQFUkpQ,VHtvgtKb1Hg,IMyrp0eh1M0,v9FEqd7ZTU0
7pS2ZT90s8I,foottor,1143,People & Blogs,13,1169,5,1,0,0,0.4,,,,,,,,,,,,,,,,,,,,
WllQ60uWc84,mom4lifellc,1110,People & Blogs,45,811,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
UKTULK3RL8I,mom4lifellc,1110,People & Blogs,53,1487,4,1,0,20,0.4,Ck-L0RUsUSY,ADDLBbzCS48,BrBS8Q5Lt1k,WllQ60uWc84,KBqCAcuZbBQ,w-cJ_q-N8gs,zheR9DtsuQ8,dB_C21c4i7M,EC3oACTTLq0,ctGDxCaAyWw,fO5sy_ZABdU,uo51QLyYhE0,x_T5suWIUdo,KYkxpXn23Kc,8a3TOW48n2M,JqqYJjI2EjM,P17AX7JKb98,Ypug5Vsaxz4,LaEGNSD04dY,bISBGz5LftY
aeR9RqAr9vk,ebird67,1160,People & Blogs,40,590,0,0,0,20,0,Ck-L0RUsUSY,fO5sy_ZABdU,ADDLBbzCS48,BrBS8Q5Lt1k,EC3oACTTLq0,uo51QLyYhE0,lHU0FwyBPgE,6xT6XTR-4uk,73JWL7yp8-0,w-e8eakkOXY,4G_rh82IQcw,zM2nufTNLZg,w-cJ_q-N8gs,UKTULK3RL8I,R7JMBqgl0Hc,bzjx20fXGvw,zheR9DtsuQ8,Jngvok1ljEo,ekBtmvGoKOg,d8aTfTmuH0U
Ck-L0RUsUSY,TheCottonWife,1145,People & Blogs,345,1694,0,0,0,20,0,Axb4jnME8_k,ADDLBbzCS48,ehZSZ2QbFqc,AHhA48-YWD8,nWVVQY7V9hk,28Hbz2FpxgQ,nfsuFtV_wrg,BFUiZaZWm9s,dB_C21c4i7M,BrBS8Q5Lt1k,N5t1NPqoIdQ,ekBtmvGoKOg,uo51QLyYhE0,7pS2ZT90s8I,_6Uy6QP8SkE,fO5sy_ZABdU,7xwb2pbMwag,xqKN28AaCTk,kJXn86C3-ks,4DEbxOHiXJk
5Q1emT99kaM,happyabbotts,1160,People & Blogs,18,1771,4,2,2,0,2,,,,,,,,,,,,,,,,,,,,
VbM5SvYIkEo,BONNYnCLYDE2U,1151,People & Blogs,212,19925,4.72,29,9,20,17,NwjW6NwWBpI,RiS-kKYyC3o,VHNW4tEeEhE,pDhIeWHAUeY,5xUCc2ztucc,cdjULJPWLVQ,PwrYMdilhVA,ilLMfb4puVw,qnsS7QR1NNw,F0gNWMURBoY,WHyGJitiPWo,Twsw1G_ILXs,O0iUqd7EF4o,AaBSpeKf4TU,a_LBblnun_g,-2a12CXW20A,JPHIG7Yrzsg,2hlVEJSpyRY,AzouBRG6T_I,3Q9xd86J4HU
OAIzcDoLBCM,CoCoJambo7,1151,People & Blogs,86,8347,2.75,4,0,20,1.6,2lnGdVHA9kM,KT3N00oWcDs,PYmTPauuKCc,CAqS40LXgnM,dGbsMP5i51Q,Ez3bWDt8blk,skQBnHx640Y,PofrZBBEfJo,ojeZD2tEqJY,mMsPaj4Jnig,CGWLPXpiQ4M,5xUCc2ztucc,H0g9psCk7YU,JZytVrUt5gY,GgglPnheBnQ,n7GKRtlWUNQ,O0iUqd7EF4o,aywJNuAD3UY,5Ay_mkTO6qY,Xw_zJtrebvk
CdZwRza4w5E,BonnynClyde,911,People & Blogs,458,10596,3.17,12,3,19,6.6,Twsw1G_ILXs,uAyxuIzRCgc,EBhG5RygvVg,VxhIdL5azJg,gFF3Y8gGYkg,jY8xXW0Oeto,vP19yeWuME4,b1ei-LhbE2E,4VKzeSjffBg,DDmau3zwteI,n7GKRtlWUNQ,PwrYMdilhVA,3j4Qdm0SuS4,RiS-kKYyC3o,O0iUqd7EF4o,Tp78Hix6Nws,SZ7_6lCSq_8,qaK6FoqNWIQ,PofrZBBEfJo,
T8c0kGi9HOg,barefoothockey,1105,People & Blogs,149,1259,3,2,2,0,2,,,,,,,,,,,,,,,,,,,,
aHoSxu4EIWI,aleph021,1020,People & Blogs,19,680,5,1,0,0,0.4,,,,,,,,,,,,,,,,,,,,
sLPAB9D4KTI,MadScience,1188,People & Blogs,569,329,5,6,4,0,4.8,,,,,,,,,,,,,,,,,,,,
Mf1hHlIrU8c,DPshakyamuni,1146,People & Blogs,62,1323,5,1,0,0,0.4,,,,,,,,,,,,,,,,,,,,
1CWKoSOLz9c,barefoothockey,1106,People & Blogs,53,2533,1,1,2,20,1.6,8a3TOW48n2M,Zt2MRZebwIU,KVPgM-iTiIU,geCbp1bzKyo,GCUBVCdtDlQ,T8c0kGi9HOg,yIJ-87B4-RM,Ypug5Vsaxz4,foEOjVnwOhs,p1jc7o9PLts,jfHym2OaT3c,cqlsZcKkBzU,iKWi8gaU5Cg,o1QbHi_ehYA,RxDrzC_9Xmw,GOL0uG1i8go,31dm7jZ9pnw,tTAvTy-mTd0,rkCIBCzYGB4,reNHw7vph7A
Po8La-jxxGk,thomasdannerbauer,1043,People & Blogs,50,2537,5,5,2,0,3.2,,,,,,,,,,,,,,,,,,,,
opaj5g4yEZ0,pksfeet,1050,People & Blogs,39,13196,5,10,2,20,5.2,3bbr4vaKcYM,cwazfchS5gI,u3vnaZBKl_c,JkRiCzdqmlU,iRdJGn7NwCQ,Ee6xChNBg8c,fkAqJpbAkZo,FMUGm6E99L4,9sw03GDq18E,2dNlEF-G-ig,VZV9bctOhlk,lfNRI9wpuFc,fPrBKURpelU,xgXUKgSENvA,bS0rq3DnRYY,OTw74EFSX7U,HBXHHNq6hv8,AW7Hi0XgBXI,yyP6aQnxGjU,M66CGM3uuEQ
xphYobJkXbg,coconutgoddess999,726,People & Blogs,44,5099,4.5,2,1,20,1.4,JCyzYqAMMJc,zpXsZivDZ7o,iAmKfvy6Q-E,yEUPx97RoG0,Uv834MIctCk,2uot9BasSKA,g4fJVxbLgLY,lfNRI9wpuFc,GVwyBCZ6i6I,dQUD8CZLzrM,KCXR5u9l7L0,onfKgOJOijs,TXw69OnRA1I,x-ULwHLECFg,Ypug5Vsaxz4,tw_u7ssE-KU,EDROioMm0pY,_lNcyfOkYvQ,89PxIu6jCGo,k3-MgHHy-6Q
tdD8dWLXlzg,pksfeet,978,People & Blogs,45,11039,4.77,13,5,20,8.2,dDZut3l4TQA,OTw74EFSX7U,uxRtVgLDfmA,82NHVCbH4nI,ja9MT4kPFZE,kW9ZeEatOcg,B3a9f813aG4,6Xir9lxY5ls,xrU22TVqaBw,lfNRI9wpuFc,xfhmd5WYGog,bYM8bH1Oauo,NH2y-c1JLmo,Du0KQSaOcV8,ZSQFW60msL4,kCknlB8vf2E,QgMA55b0Y88,dUhc9HTEaGo,IPZZrTnakl0,kQTDhIE__ks
l4TN3jUIcFI,jomoiquin,1166,People & Blogs,89,648,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
rS62QmJUeVQ,yakolev48,1141,People & Blogs,87,1416,4.83,6,3,0,4.2,,,,,,,,,,,,,,,,,,,,
Xkdm9pUZKdc,yakolev48,1207,People & Blogs,45,1979,5,5,4,0,4.4,,,,,,,,,,,,,,,,,,,,
4YnEwRyjrF8,yakolev48,1036,People & Blogs,37,2905,5,5,2,0,3.2,,,,,,,,,,,,,,,,,,,,
sj0RHEui5SM,yakolev48,673,People & Blogs,58,5492,4.8,5,1,0,2.6,,,,,,,,,,,,,,,,,,,,
eYCcGH-KBFE,yannietoot,1166,People & Blogs,34,197,5,1,0,0,0.4,,,,,,,,,,,,,,,,,,,,
TwuClKySezc,jomoiquin,1154,People & Blogs,81,1745,5,2,1,20,1.4,FkqcLP5UQjk,4J4bUZh7dpA,PW0RpozOwJs,-S7fbmyix2Q,QQaNJSZaJS4,lIXmUWVd7wY,C7EmrsU-b5I,UAeeniTrmCU,uWZBOsDERxk,_nOamIlNWLU,MxeCBMADIIw,l4TN3jUIcFI,500tcYqAmuc,1VegnouTaqE,BckBDIrJgKo,-kN3ugDc2yQ,CUVDA12aFiU,F_9njMGkmms,R4oRunxV1bw,pT0Z3QhEIY0
2TBvZzI9xp4,dashlerichmond,1164,People & Blogs,121,444,3,2,0,0,0.8,,,,,,,,,,,,,,,,,,,,
-S7fbmyix2Q,maacucaa,1101,People & Blogs,66,1843,1.5,2,1,20,1.4,jiD6S2gJI5I,8GoNFBE2850,PW0RpozOwJs,equgbouZ060,PeYsa0T1qL0,TwuClKySezc,iKPDS9xkdXE,CUVDA12aFiU,UAeeniTrmCU,1VegnouTaqE,l4TN3jUIcFI,qH_jccZh7aQ,lIXmUWVd7wY,4J4bUZh7dpA,eOEQ7B2K3eg,_nOamIlNWLU,R4oRunxV1bw,iB0o5pEjiZk,5ZiwJl1_cw4,8vDPvPRU-5Q
lVar5-M9MhA,boybohemian,1162,People & Blogs,266,4129,4.6,5,3,20,3.8,3vWWRx873Gk,IkpisGkkPvw,E9ss7CtEdHU,_2OdIKMV1hU,MnpMcM_-eDg,hamn2F1mQq0,D_NWE4WGHbc,RxJ-JNHi1PQ,gZJRnwtsYBw,Z6wDFCZeyu8,guEHG09FK1M,bEt2wts8Uv0,P5k-nb0K7Ko,1J6_ZU6Hky0,3v-7T89BfZg,9O4QYx1oAOM,Jc0QrqQ7FaQ,fnsgOVYiRLg,Ueb2brv2UP4,1CESL7dtm-s
IkxkLbmDh6c,crackwipes,1162,People & Blogs,138,95,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
XMp49b60dxY,tufffootruler,1225,People & Blogs,99,207,5,1,0,0,0.4,,,,,,,,,,,,,,,,,,,,
3no6qxSlIFo,winterfeet,910,People & Blogs,192,1614,4.5,2,2,0,2,,,,,,,,,,,,,,,,,,,,
zToZh42WUpY,WinterTrash,1156,People & Blogs,224,699,3.33,3,2,0,2.4,,,,,,,,,,,,,,,,,,,,
yOXMQnb6BTY,xxkirstyxx08xx,1172,People & Blogs,362,143,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Qb6yBpKD1Pc,namelessforfame,1174,People & Blogs,95,281,0,0,4,0,2.4,,,,,,,,,,,,,,,,,,,,
8-FYQKsf3WA,TaylorEdgar,902,People & Blogs,30,4116,3.82,11,7,20,8.6,V05YEKMVmy8,4a1TV0TlLZ4,tjhmpsLag4I,GymjFBrJQoM,K0wdR1B9Q_I,m1MLFoFaBPc,G6GiCj2EVEA,5TVBDZmaj_A,t-gJbOMWaGw,91GVa6Gv_Qw,KGOtN_DBBmY,vflRZ_U-TPE,C8feh3RxMjo,KcnT7RM2Jjw,0rgQho8licc,GooMjK2r-wM,-lqR6nRatfQ,kHOC-Q3U7A4,uyjBd9y0t6A,w4DITfcRHVw
kCkp-J6YSfE,oso79de,649,People & Blogs,24,2184,4.67,3,2,0,2.4,,,,,,,,,,,,,,,,,,,,
sYkdGmFt69A,kodgetts,505,People & Blogs,408,1523,3,2,1,0,1.4,,,,,,,,,,,,,,,,,,,,
ZaTWvdhJdrQ,shangshin,786,People & Blogs,96,95,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
yAMCaYCg1T4,escolalanguage,936,People & Blogs,111,955,4.5,2,1,0,1.4,,,,,,,,,,,,,,,,,,,,
UIPoOJkljTo,ixt2003,845,People & Blogs,221,13460,3.9,20,11,20,14.6,R0b45_sTAPs,Z_HOOOMKGRU,n4kZobljCT4,AdOq2zXLXrA,uV_Oa46ksUY,ymIAHsszRBs,ZD498kqT9YY,ZA8CrLnZpFE,RKxj2pxAF28,Aov-eg6aT4s,Lhpv5KnvUcY,GAJWRe-19zI,B9Kz3de1WPg,4jvAGV2uMkY,fV-20_pVPr0,VAGaK8ftMBI,EAF7_HPTnD8,ingzw212UJg,rH_K3klj0no,NpVUk7rLCy0
iHVWcekpaXg,Kiwi2point0,1120,People & Blogs,386,1517,4.76,50,98,0,78.8,,,,,,,,,,,,,,,,,,,,
MFx8W8Rrhyc,Dinzla,1253,People & Blogs,73,1914,4.91,45,77,20,64.2,6vSMB7sPHI4,yRLLy97WvV8,iXwTX336CI8,KYnxouqRb_U,hPdZ9IrhyYI,IBEk4n9vhzM,a4PoGEgIqJw,u_6lr_aHZ_w,l5Bc5UEfKHQ,5M67bGfohi0,AEK9A0lse9c,Kc230e4lCXU,VtCvabrUy2I,y1Hb4phxLLU,nsjycb9PmDA,gYIFSVFsKxc,U4lE12_SEu0,G3lnbJelb8w,uWoi4mysd3k,4KEueJnsu80
IBEk4n9vhzM,Dinzla,1180,People & Blogs,40,4002,4.83,72,71,20,71.4,MocGRt4uQEk,T5iVwIz6dRM,E3u-GwHo7fY,3QEIZMHqlDk,fLMkJ_KVgss,bY8vyQ8rXYw,HK903vSyZ9M,ZpGUaQY_tq8,DTAXDM88koc,hPdZ9IrhyYI,Et6Z1xIom5o,yRLLy97WvV8,ElC3sbbq6O4,Kpiv1AWaBzc,rxUU4MIYhSk,SPS123w9CM8,6vSMB7sPHI4,e3B771oOiBk,WNQ2SY9sfRQ,PIvB9gKOH5Y
hGWsVqlI7OU,jabazzy,1123,People & Blogs,80,411,5,30,40,0,36,,,,,,,,,,,,,,,,,,,,
z2BGkEp8JyY,leylasdoubletake,1128,People & Blogs,505,486,5,17,7,20,11,RvwYBfmADEg,6d__UIheM_8,_jHz4AP75Bs,Q6iucuORJag,Fc3FgUaQUeA,37bJVy6iryE,QxqbwVzhyr8,8HoLFFyiPEY,dRSyJ8o0xp0,6vSMB7sPHI4,Y5eF2KBtGqo,KjmkEbbFsdc,v2JHKKWH3hQ,jaXpECXbsbY,8lb2cb903Q0,HIS8mD8Mu7Q,qzox_U8PzI8,K_MAqO35OCo,aKNKK1bsqqU,Dq90pjJxHTg
Et6Z1xIom5o,Dinzla,1144,People & Blogs,495,2061,4.79,56,65,20,61.4,iHVWcekpaXg,DcKTMUlqMTA,J37IpwZn_zI,Kc230e4lCXU,RoTg2w5Fulg,tH6pB_vrdu0,fBTqwQmall4,_8m7L7EExsc,IBEk4n9vhzM,q-Lovt_kmXM,9py0CnmD9cY,5M67bGfohi0,PKsFBkfa0PU,KYnxouqRb_U,nsjycb9PmDA,hPdZ9IrhyYI,kdZmPb09DJ0,l4ko9jIUZR8,VXLk56hbOR0,F4RMKF6dWFA
e23t7u28sQc,Dinzla,999,People & Blogs,380,775,4.95,42,46,0,44.4,,,,,,,,,,,,,,,,,,,,
hPdZ9IrhyYI,Dinzla,1196,People & Blogs,101,1442,4.93,67,117,20,97,IBEk4n9vhzM,DTAXDM88koc,Kc230e4lCXU,iwKALRGYB9I,5M67bGfohi0,M0fXtEkclq8,TP7ERA20__w,Lh-FZzZo8So,Et6Z1xIom5o,kdZmPb09DJ0,cOtmLg9IRxM,gRWi697WcwM,KYnxouqRb_U,nsjycb9PmDA,uyU-sOx-_hM,xNGONZZs0OA,AjFrb2Ay4Gs,PfOGJI4zv88,949RWK7xt2w,z57FEp0WAcQ
9ZKHGUWHL0s,Dinzla,1129,People & Blogs,396,1118,4.76,58,51,0,53.8,,,,,,,,,,,,,,,,,,,,
vnbDhth2mpE,riverjustin,1153,People & Blogs,284,768,4.69,16,23,0,20.2,,,,,,,,,,,,,,,,,,,,
Lh-FZzZo8So,Dinzla,1233,People & Blogs,232,1488,4.91,45,53,20,49.8,DTAXDM88koc,fMdaaRHH9As,EZJx63LFUKM,DZ2Budtpk48,pPU2yQZ8_oc,IBEk4n9vhzM,6vSMB7sPHI4,kFpama0m79A,Kc230e4lCXU,hPdZ9IrhyYI,r95wkkcu5bo,LAEc9JW_5Rg,6-2bM4YDXms,egks2FIE-Kg,Et6Z1xIom5o,fFExcUEiZYg,P1M-Lm4G1LU,UFP71yn3HpE,cLlEpjhaoO0,GGJPxqmiCMU
iXwTX336CI8,Dinzla,1033,People & Blogs,495,1599,4.88,48,152,0,110.4,,,,,,,,,,,,,,,,,,,,
69B0r_nrY_E,alwaysroomforcake,879,People & Blogs,308,1578,4.25,4,2,0,2.8,,,,,,,,,,,,,,,,,,,,
shEBXcIRNYc,justgmv,1092,People & Blogs,304,2497,5,2,1,0,1.4,,,,,,,,,,,,,,,,,,,,
VxygjKRpxLY,tttcar,789,People & Blogs,176,93,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
To2sA5nIYxo,whirlwind6,992,People & Blogs,169,1340,5,4,3,0,3.4,,,,,,,,,,,,,,,,,,,,
h8MIclQ6-Kg,Blighty4eva,1170,People & Blogs,188,721,5,2,41,0,25.4,,,,,,,,,,,,,,,,,,,,
rOq-g2MIIdo,LaplandURHO,756,People & Blogs,101,164,5,1,2,20,1.6,AbUvI-sU2hg,-VMueybw0Zw,oQAPE4yu378,WF9Et6y5iWY,pEnRtNxXJ04,jvMd-yZqgX0,SbrF-O_3X3Y,j7DSNqyWQ6M,REW8Ck6QXrU,_phOcEf5T3E,eKcQlNo9B-E,BF9YBcqsjsw,qVGo09CH-j8,QSadjEsXyuk,wbZX3uhzwys,w7jgpZDUCiE,Q60mABHsSxM,afkYvflNqBM,dDIzTNbz16s,vtE8aOqCSyU
i6FGb5HvOVc,cbourne0,874,People & Blogs,38,67,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
UptDFc9FGbs,sposcho,896,People & Blogs,172,939,3.5,2,1,0,1.4,,,,,,,,,,,,,,,,,,,,
